algo_name,seed_nb,step_nb,rewards,test_rewards
CEM_b16_e0.125,3,41440000.0,-1277.693917597833,-1277.693917597833
CEM_b16_e0.125,3,42720000.0,-1276.4198712128111,-1276.4198712128111
CEM_b16_e0.125,3,44000000.0,-1278.1415893606973,-1278.1415893606973
CEM_b16_e0.125,3,45280000.0,-1291.2854357022716,-1291.2854357022716
CEM_b16_e0.125,3,46560000.0,-1278.2478465661427,-1278.2478465661427
CEM_b16_e0.125,3,47840000.0,-1263.1604318346967,-1263.1604318346967
CEM_b16_e0.125,3,49120000.0,-1238.6324954166187,-1238.6324954166187
CEM_b16_e0.125,3,50400000.0,-1285.4291559552232,-1285.4291559552232
CEM_b16_e0.125,3,51680000.0,-1245.0667555110272,-1245.0667555110272
CEM_b16_e0.125,3,52960000.0,-1290.4929277225447,-1290.4929277225447
CEM_b16_e0.125,3,54240000.0,-1272.6348275262596,-1272.6348275262596
CEM_b16_e0.125,3,55680000.0,-1292.4214617415792,-1292.4214617415792
CEM_b16_e0.125,3,56960000.0,-1288.2235711551693,-1288.2235711551693
CEM_b16_e0.125,3,58240000.0,-1253.9128888437606,-1253.9128888437606
CEM_b16_e0.125,3,59520000.0,-1288.8390834135355,-1288.8390834135355
CEM_b16_e0.125,3,60800000.0,-1289.4235301446188,-1289.4235301446188
CEM_b16_e0.125,3,62080000.0,-1305.3653606215983,-1305.3653606215983
CEM_b16_e0.125,3,63360000.0,-1256.3198052852513,-1256.3198052852513
CEM_b16_e0.125,3,64640000.0,-1317.5713001233237,-1317.5713001233237
CEM_b16_e0.125,3,65920000.0,-1310.5351249459025,-1310.5351249459025
CEM_b16_e0.125,3,67200000.0,-1279.492136674911,-1279.492136674911
CEM_b16_e0.125,3,68480000.0,-1240.5666736588728,-1240.5666736588728
CEM_b16_e0.125,3,69760000.0,-1272.9732056445885,-1272.9732056445885
CEM_b16_e0.125,3,71040000.0,-1269.548406326998,-1269.548406326998
CEM_b16_e0.125,3,72320000.0,-1305.2381706972942,-1305.2381706972942
CEM_b16_e0.125,3,73760000.0,-1304.742963520734,-1304.742963520734
CEM_b16_e0.125,3,75040000.0,-1280.79183047525,-1280.79183047525
CEM_b16_e0.125,3,76320000.0,-1286.2585367293993,-1286.2585367293993
CEM_b16_e0.125,3,77600000.0,-1293.8460245286196,-1293.8460245286196
CEM_b16_e0.125,3,78880000.0,-1280.498354735088,-1280.498354735088
CEM_b16_e0.125,3,80160000.0,-1285.2764679248494,-1285.2764679248494
CEM_b16_e0.125,3,81440000.0,-1258.0287574966667,-1258.0287574966667
CEM_b16_e0.125,3,82720000.0,-1279.3213544071666,-1279.3213544071666
CEM_b16_e0.125,3,84000000.0,-1294.0557190640855,-1294.0557190640855
CEM_b16_e0.125,3,85280000.0,-1259.882287770145,-1259.882287770145
CEM_b16_e0.125,3,86560000.0,-1295.2623971496428,-1295.2623971496428
CEM_b16_e0.125,3,87840000.0,-1270.5891495557487,-1270.5891495557487
CEM_b16_e0.125,3,89120000.0,-1283.4228443542904,-1283.4228443542904
CEM_b16_e0.125,3,90400000.0,-1283.3621066536764,-1283.3621066536764
CEM_b16_e0.125,3,91840000.0,-1273.7035932949093,-1273.7035932949093
CEM_b16_e0.125,3,93120000.0,-1273.0278904258603,-1273.0278904258603
CEM_b16_e0.125,3,94400000.0,-1287.4955021035382,-1287.4955021035382
CEM_b16_e0.125,3,95680000.0,-1311.6044180338806,-1311.6044180338806
CEM_b16_e0.125,3,96960000.0,-1284.567580143225,-1284.567580143225
CEM_b16_e0.125,3,98240000.0,-1287.4393705761167,-1287.4393705761167
CEM_b16_e0.125,3,99520000.0,-1248.4322350649,-1248.4322350649
CEM_b16_e0.125,3,100800000.0,-1282.6074364077404,-1282.6074364077404
CEM_b16_e0.125,3,102080000.0,-1300.3543987979824,-1300.3543987979824
CEM_b16_e0.125,3,103360000.0,-1278.3218558976266,-1278.3218558976266
CEM_b16_e0.125,3,104640000.0,-1263.2618196142112,-1263.2618196142112
CEM_b16_e0.125,3,105920000.0,-1259.7213752853243,-1259.7213752853243
CEM_b16_e0.125,3,107200000.0,-1314.7594651027791,-1314.7594651027791
CEM_b16_e0.125,3,108480000.0,-1304.0101429734264,-1304.0101429734264
CEM_b16_e0.125,3,109920000.0,-1276.9312319520934,-1276.9312319520934
CEM_b16_e0.125,3,111200000.0,-1257.9000051725584,-1257.9000051725584
CEM_b16_e0.125,3,112480000.0,-1273.318703322261,-1273.318703322261
CEM_b16_e0.125,3,113760000.0,-1289.2411075083076,-1289.2411075083076
CEM_b16_e0.125,3,115040000.0,-1285.5802356647778,-1285.5802356647778
CEM_b16_e0.125,3,116320000.0,-1278.5548110329387,-1278.5548110329387
CEM_b16_e0.125,3,117600000.0,-1292.9559798715175,-1292.9559798715175
CEM_b16_e0.125,3,118880000.0,-1272.4031161823468,-1272.4031161823468
CEM_b16_e0.125,3,120160000.0,-1263.3655778467667,-1263.3655778467667
CEM_b16_e0.125,3,121440000.0,-1273.8527115190027,-1273.8527115190027
CEM_b16_e0.125,3,122720000.0,-1276.9152440439937,-1276.9152440439937
CEM_b16_e0.125,3,124000000.0,-1277.2865299041678,-1277.2865299041678
CEM_b16_e0.125,3,125280000.0,-1308.6174686342413,-1308.6174686342413
CEM_b16_e0.125,3,126560000.0,-1280.2057813567233,-1280.2057813567233
CEM_b16_e0.125,3,128000000.0,-1254.1815035005516,-1254.1815035005516
CEM_b16_e0.125,4,160000.0,-1269.3359762408863,-1269.3359762408863
CEM_b16_e0.125,4,1440000.0,-870.211310761913,-870.211310761913
CEM_b16_e0.125,4,2720000.0,-838.2837920109639,-838.2837920109639
CEM_b16_e0.125,4,4000000.0,-848.9964668600305,-848.9964668600305
CEM_b16_e0.125,4,5280000.0,-851.5447392780377,-851.5447392780377
CEM_b16_e0.125,4,6560000.0,-857.504129844276,-857.504129844276
CEM_b16_e0.125,4,7840000.0,-844.7572896880229,-844.7572896880229
CEM_b16_e0.125,4,9120000.0,-837.5331434020228,-837.5331434020228
CEM_b16_e0.125,4,10400000.0,-841.3120989803824,-841.3120989803824
CEM_b16_e0.125,4,11680000.0,-822.2116605075728,-822.2116605075728
CEM_b16_e0.125,4,12960000.0,-858.9143357587138,-858.9143357587138
CEM_b16_e0.125,4,14240000.0,-864.7236775684628,-864.7236775684628
CEM_b16_e0.125,4,15520000.0,-860.0385565375036,-860.0385565375036
CEM_b16_e0.125,4,16800000.0,-850.4012109947173,-850.4012109947173
CEM_b16_e0.125,4,18080000.0,-855.5411517128607,-855.5411517128607
CEM_b16_e0.125,4,19520000.0,-847.9645297553818,-847.9645297553818
CEM_b16_e0.125,4,20800000.0,-849.6727561862228,-849.6727561862228
CEM_b16_e0.125,4,22080000.0,-855.2851000526811,-855.2851000526811
CEM_b16_e0.125,4,23360000.0,-862.8329079282678,-862.8329079282678
CEM_b16_e0.125,4,24640000.0,-855.4784002357347,-855.4784002357347
CEM_b16_e0.125,4,25920000.0,-849.2670618145878,-849.2670618145878
CEM_b16_e0.125,4,27200000.0,-844.1051627528411,-844.1051627528411
CEM_b16_e0.125,4,28480000.0,-839.1039398243555,-839.1039398243555
CEM_b16_e0.125,4,29760000.0,-847.2509663944961,-847.2509663944961
CEM_b16_e0.125,4,31040000.0,-837.8677405972045,-837.8677405972045
CEM_b16_e0.125,4,32320000.0,-842.4574376889926,-842.4574376889926
CEM_b16_e0.125,4,33600000.0,-852.8963684234902,-852.8963684234902
CEM_b16_e0.125,4,34880000.0,-852.3902282553591,-852.3902282553591
CEM_b16_e0.125,4,36160000.0,-862.2328696700024,-862.2328696700024
CEM_b16_e0.125,4,37600000.0,-837.1804816993863,-837.1804816993863
CEM_b16_e0.125,4,38880000.0,-867.3200311443928,-867.3200311443928
CEM_b16_e0.125,4,40160000.0,-871.9336762140414,-871.9336762140414
CEM_b16_e0.125,4,41440000.0,-836.27823828391,-836.27823828391
CEM_b16_e0.125,4,42720000.0,-860.9833982444607,-860.9833982444607
CEM_b16_e0.125,4,44000000.0,-849.9299817141786,-849.9299817141786
CEM_b16_e0.125,4,45280000.0,-868.1803174646759,-868.1803174646759
CEM_b16_e0.125,4,46560000.0,-818.6555636285987,-818.6555636285987
CEM_b16_e0.125,4,47840000.0,-849.1741582688289,-849.1741582688289
CEM_b16_e0.125,4,49120000.0,-852.5456349436857,-852.5456349436857
CEM_b16_e0.125,4,50400000.0,-825.3972198455772,-825.3972198455772
CEM_b16_e0.125,4,51680000.0,-850.4517938198264,-850.4517938198264
CEM_b16_e0.125,4,52960000.0,-834.8394697259463,-834.8394697259463
CEM_b16_e0.125,4,54240000.0,-846.6106077735885,-846.6106077735885
CEM_b16_e0.125,4,55680000.0,-830.6703186925126,-830.6703186925126
CEM_b16_e0.125,4,56960000.0,-850.1244498904571,-850.1244498904571
CEM_b16_e0.125,4,58240000.0,-830.0999506690323,-830.0999506690323
CEM_b16_e0.125,4,59520000.0,-855.5664899062747,-855.5664899062747
CEM_b16_e0.125,4,60800000.0,-851.0262609323119,-851.0262609323119
CEM_b16_e0.125,4,62080000.0,-856.3468397070643,-856.3468397070643
CEM_b16_e0.125,4,63360000.0,-841.2778348129199,-841.2778348129199
CEM_b16_e0.125,4,64640000.0,-880.9425532949638,-880.9425532949638
CEM_b16_e0.125,4,65920000.0,-824.2364068545315,-824.2364068545315
CEM_b16_e0.125,4,67200000.0,-850.9422828705292,-850.9422828705292
CEM_b16_e0.125,4,68480000.0,-840.1422179645398,-840.1422179645398
CEM_b16_e0.125,4,69760000.0,-858.4405328032698,-858.4405328032698
CEM_b16_e0.125,4,71040000.0,-821.2280882565124,-821.2280882565124
CEM_b16_e0.125,4,72320000.0,-826.5453780207619,-826.5453780207619
CEM_b16_e0.125,4,73760000.0,-847.9454163507548,-847.9454163507548
CEM_b16_e0.125,4,75040000.0,-847.663913375116,-847.663913375116
CEM_b16_e0.125,4,76320000.0,-816.7966921898635,-816.7966921898635
CEM_b16_e0.125,4,77600000.0,-822.974858892923,-822.974858892923
CEM_b16_e0.125,4,78880000.0,-812.9886185544134,-812.9886185544134
CEM_b16_e0.125,4,80160000.0,-861.7928781196173,-861.7928781196173
CEM_b16_e0.125,4,81440000.0,-879.3354137267843,-879.3354137267843
CEM_b16_e0.125,4,82720000.0,-851.2382456033721,-851.2382456033721
CEM_b16_e0.125,4,84000000.0,-846.5656405599889,-846.5656405599889
CEM_b16_e0.125,4,85280000.0,-842.8992406650132,-842.8992406650132
CEM_b16_e0.125,4,86560000.0,-864.1515493495631,-864.1515493495631
CEM_b16_e0.125,4,87840000.0,-853.0475988519803,-853.0475988519803
CEM_b16_e0.125,4,89120000.0,-829.0473055979368,-829.0473055979368
CEM_b16_e0.125,4,90400000.0,-851.7737439188418,-851.7737439188418
CEM_b16_e0.125,4,91840000.0,-840.7983137821202,-840.7983137821202
CEM_b16_e0.125,4,93120000.0,-850.750114559602,-850.750114559602
CEM_b16_e0.125,4,94400000.0,-854.4942839702925,-854.4942839702925
CEM_b16_e0.125,4,95680000.0,-863.1155917914386,-863.1155917914386
CEM_b16_e0.125,4,96960000.0,-837.1393065286693,-837.1393065286693
CEM_b16_e0.125,4,98240000.0,-835.9945593283333,-835.9945593283333
CEM_b16_e0.125,4,99520000.0,-845.9130449086049,-845.9130449086049
CEM_b16_e0.125,4,100800000.0,-874.735569474038,-874.735569474038
CEM_b16_e0.125,4,102080000.0,-835.9448213030918,-835.9448213030918
CEM_b16_e0.125,4,103360000.0,-870.5942414245496,-870.5942414245496
CEM_b16_e0.125,4,104640000.0,-862.0006037195714,-862.0006037195714
CEM_b16_e0.125,4,105920000.0,-843.4473143867505,-843.4473143867505
CEM_b16_e0.125,4,107200000.0,-838.1604797445476,-838.1604797445476
CEM_b16_e0.125,4,108480000.0,-840.856817321158,-840.856817321158
CEM_b16_e0.125,4,109920000.0,-854.9286142798076,-854.9286142798076
CEM_b16_e0.125,4,111200000.0,-849.8014526262854,-849.8014526262854
CEM_b16_e0.125,4,112480000.0,-837.535284779097,-837.535284779097
CEM_b16_e0.125,4,113760000.0,-848.2611312548175,-848.2611312548175
CEM_b16_e0.125,4,115040000.0,-863.2851506532779,-863.2851506532779
CEM_b16_e0.125,4,116320000.0,-838.5632486637529,-838.5632486637529
CEM_b16_e0.125,4,117600000.0,-840.5866657023091,-840.5866657023091
CEM_b16_e0.125,4,118880000.0,-821.4643596612088,-821.4643596612088
CEM_b16_e0.125,4,120160000.0,-847.1707790443277,-847.1707790443277
CEM_b16_e0.125,4,121440000.0,-840.1350799262425,-840.1350799262425
CEM_b16_e0.125,4,122720000.0,-865.0070562165992,-865.0070562165992
CEM_b16_e0.125,4,124000000.0,-844.6065143499474,-844.6065143499474
CEM_b16_e0.125,4,125280000.0,-839.4681374891122,-839.4681374891122
CEM_b16_e0.125,4,126560000.0,-861.7759667667373,-861.7759667667373
CEM_b16_e0.125,4,128000000.0,-844.9998095531314,-844.9998095531314
CEM_b16_e0.125,5,160000.0,-1310.1206096986698,-1310.1206096986698
CEM_b16_e0.125,5,1440000.0,-947.2843608196022,-947.2843608196022
CEM_b16_e0.125,5,2720000.0,-967.9609138368827,-967.9609138368827
CEM_b16_e0.125,5,4000000.0,-956.0896270090791,-956.0896270090791
CEM_b16_e0.125,5,5280000.0,-957.5604269379301,-957.5604269379301
CEM_b16_e0.125,5,6560000.0,-993.2670248678838,-993.2670248678838
CEM_b16_e0.125,5,7840000.0,-937.678510408689,-937.678510408689
CEM_b16_e0.125,5,9120000.0,-991.0020810476075,-991.0020810476075
CEM_b16_e0.125,5,10400000.0,-973.3993008139273,-973.3993008139273
CEM_b16_e0.125,5,11680000.0,-965.122115453437,-965.122115453437
CEM_b16_e0.125,5,12960000.0,-900.3897181683126,-900.3897181683126
CEM_b16_e0.125,5,14240000.0,-971.8908430188653,-971.8908430188653
CEM_b16_e0.125,5,15520000.0,-944.3256630204319,-944.3256630204319
CEM_b16_e0.125,5,16800000.0,-957.0293017466402,-957.0293017466402
CEM_b16_e0.125,5,18080000.0,-973.4009604530338,-973.4009604530338
CEM_b16_e0.125,5,19520000.0,-978.5508364278821,-978.5508364278821
CEM_b16_e0.125,5,20800000.0,-962.9453934087231,-962.9453934087231
CEM_b16_e0.125,5,22080000.0,-945.6422956661606,-945.6422956661606
CEM_b16_e0.125,5,23360000.0,-980.2838418279139,-980.2838418279139
CEM_b16_e0.125,5,24640000.0,-967.1231524434029,-967.1231524434029
CEM_b16_e0.125,5,25920000.0,-981.8600774834584,-981.8600774834584
CEM_b16_e0.125,5,27200000.0,-976.846605172013,-976.846605172013
CEM_b16_e0.125,5,28480000.0,-970.5133773180255,-970.5133773180255
CEM_b16_e0.125,5,29760000.0,-945.264985847897,-945.264985847897
CEM_b16_e0.125,5,31040000.0,-959.3408868183507,-959.3408868183507
CEM_b16_e0.125,5,32320000.0,-989.5688732479803,-989.5688732479803
CEM_b16_e0.125,5,33600000.0,-934.0474543360236,-934.0474543360236
CEM_b16_e0.125,5,34880000.0,-1014.042566577977,-1014.042566577977
CEM_b16_e0.125,5,36160000.0,-995.2007990317018,-995.2007990317018
CEM_b16_e0.125,5,37600000.0,-980.2095287973264,-980.2095287973264
CEM_b16_e0.125,5,38880000.0,-990.252865113262,-990.252865113262
CEM_b16_e0.125,5,40160000.0,-999.3803300568087,-999.3803300568087
CEM_b16_e0.125,5,41440000.0,-966.3960967064786,-966.3960967064786
CEM_b16_e0.125,5,42720000.0,-975.7887505986547,-975.7887505986547
CEM_b16_e0.125,5,44000000.0,-919.1904697420028,-919.1904697420028
CEM_b16_e0.125,5,45280000.0,-968.0772149329158,-968.0772149329158
CEM_b16_e0.125,5,46560000.0,-955.671491114077,-955.671491114077
CEM_b16_e0.125,5,47840000.0,-972.7200567404635,-972.7200567404635
CEM_b16_e0.125,5,49120000.0,-964.6515099485791,-964.6515099485791
CEM_b16_e0.125,5,50400000.0,-991.5966775490289,-991.5966775490289
CEM_b16_e0.125,5,51680000.0,-1004.1402400136554,-1004.1402400136554
CEM_b16_e0.125,5,52960000.0,-969.435354785724,-969.435354785724
CEM_b16_e0.125,5,54240000.0,-986.2305191252576,-986.2305191252576
CEM_b16_e0.125,5,55680000.0,-984.6931455479837,-984.6931455479837
CEM_b16_e0.125,5,56960000.0,-982.8708332281177,-982.8708332281177
CEM_b16_e0.125,5,58240000.0,-948.075582756414,-948.075582756414
CEM_b16_e0.125,5,59520000.0,-981.3505518054304,-981.3505518054304
CEM_b16_e0.125,5,60800000.0,-972.1173787874571,-972.1173787874571
CEM_b16_e0.125,5,62080000.0,-980.8527029978111,-980.8527029978111
CEM_b16_e0.125,5,63360000.0,-971.5586642163876,-971.5586642163876
CEM_b16_e0.125,5,64640000.0,-947.568047666308,-947.568047666308
CEM_b16_e0.125,5,65920000.0,-985.4804712237315,-985.4804712237315
CEM_b16_e0.125,5,67200000.0,-926.4324016924706,-926.4324016924706
CEM_b16_e0.125,5,68480000.0,-982.9122799612749,-982.9122799612749
CEM_b16_e0.125,5,69760000.0,-967.9517475197781,-967.9517475197781
CEM_b16_e0.125,5,71040000.0,-993.6817183216798,-993.6817183216798
CEM_b16_e0.125,5,72320000.0,-931.0035387860698,-931.0035387860698
CEM_b16_e0.125,5,73760000.0,-977.6143848487889,-977.6143848487889
CEM_b16_e0.125,5,75040000.0,-972.6705413445765,-972.6705413445765
CEM_b16_e0.125,5,76320000.0,-982.0299232372251,-982.0299232372251
CEM_b16_e0.125,5,77600000.0,-975.3463405864926,-975.3463405864926
CEM_b16_e0.125,5,78880000.0,-999.846134010362,-999.846134010362
CEM_b16_e0.125,5,80160000.0,-987.13873385966,-987.13873385966
CEM_b16_e0.125,5,81440000.0,-964.1633119019883,-964.1633119019883
CEM_b16_e0.125,5,82720000.0,-989.5649640471482,-989.5649640471482
CEM_b16_e0.125,5,84000000.0,-957.3376686203619,-957.3376686203619
CEM_b16_e0.125,5,85280000.0,-962.8803766347783,-962.8803766347783
CEM_b16_e0.125,5,86560000.0,-980.1063924886662,-980.1063924886662
CEM_b16_e0.125,5,87840000.0,-948.1343196477235,-948.1343196477235
CEM_b16_e0.125,5,89120000.0,-1010.0255450999508,-1010.0255450999508
CEM_b16_e0.125,5,90400000.0,-1011.6141282034133,-1011.6141282034133
CEM_b16_e0.125,5,91840000.0,-981.873426894876,-981.873426894876
CEM_b16_e0.125,5,93120000.0,-1012.8175594513585,-1012.8175594513585
CEM_b16_e0.125,5,94400000.0,-1006.6486530376009,-1006.6486530376009
CEM_b16_e0.125,5,95680000.0,-1001.0910308042373,-1001.0910308042373
CEM_b16_e0.125,5,96960000.0,-975.237406170914,-975.237406170914
CEM_b16_e0.125,5,98240000.0,-961.5294145539953,-961.5294145539953
CEM_b16_e0.125,5,99520000.0,-981.3546490226794,-981.3546490226794
CEM_b16_e0.125,5,100800000.0,-979.2322511388014,-979.2322511388014
CEM_b16_e0.125,5,102080000.0,-971.3228869661311,-971.3228869661311
CEM_b16_e0.125,5,103360000.0,-989.92723074343,-989.92723074343
CEM_b16_e0.125,5,104640000.0,-1017.5430622250626,-1017.5430622250626
CEM_b16_e0.125,5,105920000.0,-985.2003232520813,-985.2003232520813
CEM_b16_e0.125,5,107200000.0,-972.4073493951287,-972.4073493951287
CEM_b16_e0.125,5,108480000.0,-952.3179438888145,-952.3179438888145
CEM_b16_e0.125,5,109920000.0,-993.8978073865597,-993.8978073865597
CEM_b16_e0.125,5,111200000.0,-984.0893209217667,-984.0893209217667
CEM_b16_e0.125,5,112480000.0,-984.3929240814452,-984.3929240814452
CEM_b16_e0.125,5,113760000.0,-969.5610302129095,-969.5610302129095
CEM_b16_e0.125,5,115040000.0,-962.9828999069047,-962.9828999069047
CEM_b16_e0.125,5,116320000.0,-965.9584419194803,-965.9584419194803
CEM_b16_e0.125,5,117600000.0,-976.4845905232506,-976.4845905232506
CEM_b16_e0.125,5,118880000.0,-995.3320650289293,-995.3320650289293
CEM_b16_e0.125,5,120160000.0,-985.6857079390097,-985.6857079390097
CEM_b16_e0.125,5,121440000.0,-952.3523608549722,-952.3523608549722
CEM_b16_e0.125,5,122720000.0,-937.5593452665271,-937.5593452665271
CEM_b16_e0.125,5,124000000.0,-990.238249383242,-990.238249383242
CEM_b16_e0.125,5,125280000.0,-1029.5776763972588,-1029.5776763972588
CEM_b16_e0.125,5,126560000.0,-987.8263589428856,-987.8263589428856
CEM_b16_e0.125,5,128000000.0,-970.4442590328108,-970.4442590328108
CEM_b16_e0.125,6,160000.0,-1309.339075923094,-1309.339075923094
CEM_b16_e0.125,6,1440000.0,-799.454102764852,-799.454102764852
CEM_b16_e0.125,6,2720000.0,-798.375412197522,-798.375412197522
CEM_b16_e0.125,6,4000000.0,-756.6456764353309,-756.6456764353309
CEM_b16_e0.125,6,5280000.0,-746.0563137694802,-746.0563137694802
CEM_b16_e0.125,6,6560000.0,-766.9439788617626,-766.9439788617626
CEM_b16_e0.125,6,7840000.0,-789.8270943282706,-789.8270943282706
CEM_b16_e0.125,6,9120000.0,-750.6893556114622,-750.6893556114622
CEM_b16_e0.125,6,10400000.0,-774.1479032812371,-774.1479032812371
CEM_b16_e0.125,6,11680000.0,-779.4469954059125,-779.4469954059125
CEM_b16_e0.125,6,12960000.0,-763.0939534092956,-763.0939534092956
CEM_b16_e0.125,6,14240000.0,-794.5548896308568,-794.5548896308568
CEM_b16_e0.125,6,15520000.0,-794.4997182876765,-794.4997182876765
CEM_b16_e0.125,6,16800000.0,-768.7705187055941,-768.7705187055941
CEM_b16_e0.125,6,18080000.0,-775.6397755685124,-775.6397755685124
CEM_b16_e0.125,6,19520000.0,-770.5333183957105,-770.5333183957105
CEM_b16_e0.125,6,20800000.0,-724.5341286184018,-724.5341286184018
CEM_b16_e0.125,6,22080000.0,-786.236055950022,-786.236055950022
CEM_b16_e0.125,6,23360000.0,-755.0297112080489,-755.0297112080489
CEM_b16_e0.125,6,24640000.0,-801.6594215812884,-801.6594215812884
CEM_b16_e0.125,6,25920000.0,-796.3296168757396,-796.3296168757396
CEM_b16_e0.125,6,27200000.0,-764.1188754947589,-764.1188754947589
CEM_b16_e0.125,6,28480000.0,-774.0641078125954,-774.0641078125954
CEM_b16_e0.125,6,29760000.0,-787.4598553156784,-787.4598553156784
CEM_b16_e0.125,6,31040000.0,-742.6871547670488,-742.6871547670488
CEM_b16_e0.125,6,32320000.0,-778.5431642958108,-778.5431642958108
CEM_b16_e0.125,6,33600000.0,-800.8285773137586,-800.8285773137586
CEM_b16_e0.125,6,34880000.0,-782.0056179996744,-782.0056179996744
CEM_b16_e0.125,6,36160000.0,-767.217230987236,-767.217230987236
CEM_b16_e0.125,6,37600000.0,-765.366667407478,-765.366667407478
CEM_b16_e0.125,6,38880000.0,-789.3242543896167,-789.3242543896167
CEM_b16_e0.125,6,40160000.0,-775.9989709542592,-775.9989709542592
CEM_b16_e0.125,6,41440000.0,-754.2745043368446,-754.2745043368446
CEM_b16_e0.125,6,42720000.0,-769.4817119699188,-769.4817119699188
CEM_b16_e0.125,6,44000000.0,-804.4291412953307,-804.4291412953307
CEM_b16_e0.125,6,45280000.0,-791.385301804259,-791.385301804259
CEM_b16_e0.125,6,46560000.0,-760.2778807974798,-760.2778807974798
CEM_b16_e0.125,6,47840000.0,-757.23591619763,-757.23591619763
CEM_b16_e0.125,6,49120000.0,-777.5351869544052,-777.5351869544052
CEM_b16_e0.125,6,50400000.0,-743.4396438504489,-743.4396438504489
CEM_b16_e0.125,6,51680000.0,-779.287273290936,-779.287273290936
CEM_b16_e0.125,6,52960000.0,-741.1095180486051,-741.1095180486051
CEM_b16_e0.125,6,54240000.0,-735.2795163640449,-735.2795163640449
CEM_b16_e0.125,6,55680000.0,-783.8406888900086,-783.8406888900086
CEM_b16_e0.125,6,56960000.0,-776.842628797203,-776.842628797203
CEM_b16_e0.125,6,58240000.0,-763.0964732376707,-763.0964732376707
CEM_b16_e0.125,6,59520000.0,-811.6675560789351,-811.6675560789351
CEM_b16_e0.125,6,60800000.0,-747.857629458606,-747.857629458606
CEM_b16_e0.125,6,62080000.0,-742.0747546550374,-742.0747546550374
CEM_b16_e0.125,6,63360000.0,-779.9059844650483,-779.9059844650483
CEM_b16_e0.125,6,64640000.0,-793.3021857091957,-793.3021857091957
CEM_b16_e0.125,6,65920000.0,-797.3510574803678,-797.3510574803678
CEM_b16_e0.125,6,67200000.0,-759.5392506941441,-759.5392506941441
CEM_b16_e0.125,6,68480000.0,-739.1414608846039,-739.1414608846039
CEM_b16_e0.125,6,69760000.0,-816.7045272885665,-816.7045272885665
CEM_b16_e0.125,6,71040000.0,-728.4683825463566,-728.4683825463566
CEM_b16_e0.125,6,72320000.0,-763.4537634946761,-763.4537634946761
CEM_b16_e0.125,6,73760000.0,-770.294470060237,-770.294470060237
CEM_b16_e0.125,6,75040000.0,-737.5837982582121,-737.5837982582121
CEM_b16_e0.125,6,76320000.0,-761.0429127714668,-761.0429127714668
CEM_b16_e0.125,6,77600000.0,-782.327302564617,-782.327302564617
CEM_b16_e0.125,6,78880000.0,-753.4317226453671,-753.4317226453671
CEM_b16_e0.125,6,80160000.0,-758.9031033825092,-758.9031033825092
CEM_b16_e0.125,6,81440000.0,-757.2553209300354,-757.2553209300354
